Stimulus,Lexicality,Length,Subtokens,Num_Splits,Wordiness,Reading_Time,Accuracy
deterserpas,N,11,"['de', 'ter', 'ser', 'pas']",3,0.64,804.77,1.0
fortervailtrée,N,14,"['forter', 'vail', 'trée']",2,0.79,867.45,1.0
grillevicter,N,12,"['grille', 'vic', 'ter']",2,0.75,851.12,1.0
phriable,N,8,"['ph', 'ri', 'able']",2,0.62,771.48,0.95
reure,N,5,"['re', 'ure']",1,0.6,689.54,1.0
jaché,N,5,"['ja', 'ché']",1,0.6,828.11,0.78
insnité,N,7,"['ins', 'nité']",1,0.71,810.04,0.92
goscepolors,N,11,"['gos', 'ce', 'po', 'lors']",3,0.64,722.95,0.91
cailtitaient,N,12,"['cail', 'ti', 'taient']",2,0.75,859.84,0.95
beaufitete,N,10,"['beau', 'fit', 'ete']",2,0.7,849.4,1.0
pépontes,N,8,"['pé', 'pont', 'es']",2,0.62,758.0,1.0
oturbangarme,N,12,"['ot', 'urb', 'ang', 'arme']",3,0.67,809.22,1.0
épite,N,5,"['épi', 'te']",1,0.6,736.16,0.91
rutier,N,6,"['ru', 'tier']",1,0.67,775.5,0.95
jeutodroits,N,11,"['jeu', 'to', 'droits']",2,0.73,749.65,0.95
berrovanais,N,11,"['ber', 'ro', 'van', 'ais']",3,0.64,774.95,1.0
exulpatolors,N,12,"['ex', 'ul', 'pat', 'ol', 'ors']",4,0.58,824.22,1.0
astatiens,N,9,"['asta', 'tiens']",1,0.78,797.76,0.91
favernais,N,9,"['fav', 'er', 'nais']",2,0.67,831.45,1.0
ivangé,N,6,"['i', 'van', 'gé']",2,0.5,837.91,0.96
lettupes,N,8,"['let', 'tu', 'pes']",2,0.62,749.25,1.0
chotire,N,7,"['ch', 'oti', 're']",2,0.57,693.67,1.0
sacouvoyer,N,10,"['sac', 'ouv', 'oyer']",2,0.7,855.43,0.96
prélentin,N,9,"['pré', 'len', 'tin']",2,0.67,850.79,0.9
sounister,N,9,"['sou', 'nis', 'ter']",2,0.67,782.71,0.92
sotercachetase,N,14,"['so', 'ter', 'ca', 'chet', 'ase']",4,0.64,879.75,0.96
soucoulias,N,10,"['sou', 'cou', 'li', 'as']",3,0.6,844.7,1.0
parcoution,N,10,"['par', 'cou', 'tion']",2,0.7,858.1,1.0
heucodre,N,8,"['h', 'eu', 'co', 'dre']",3,0.5,660.57,1.0
tupaireux,N,9,"['tu', 'paire', 'ux']",2,0.67,691.05,0.96
pourpreme,N,9,"['pour', 'pre', 'me']",2,0.67,779.69,1.0
coucierleurs,N,12,"['cou', 'cier', 'leurs']",2,0.75,845.64,1.0
afirait,N,7,"['afi', 'rait']",1,0.71,861.39,0.95
gerecce,N,7,"['ge', 'rec', 'ce']",2,0.57,760.29,1.0
reba,N,4,"['re', 'ba']",1,0.5,658.48,0.95
asacienlite,N,11,"['as', 'a', 'cien', 'lite']",3,0.64,798.08,1.0
queltés,N,7,"['quel', 'tés']",1,0.71,684.65,1.0
jourtaildait,N,12,"['jour', 'tail', 'dait']",2,0.75,740.7,1.0
bonglivitiles,N,13,"['bon', 'g', 'li', 'vi', 'tiles']",4,0.62,836.76,1.0
famaiterla,N,10,"['fam', 'ait', 'er', 'la']",3,0.6,741.76,1.0
pacivrit,N,8,"['paci', 'v', 'rit']",2,0.62,752.13,0.96
tencousait,N,10,"['ten', 'cous', 'ait']",2,0.7,723.71,1.0
prositre,N,8,"['pro', 'sit', 're']",2,0.62,842.95,1.0
jourgnapeur,N,11,"['jour', 'gn', 'apeur']",2,0.73,749.54,0.96
esticonché,N,10,"['esti', 'con', 'ché']",2,0.7,748.54,1.0
cetterser,N,9,"['cet', 'ter', 'ser']",2,0.67,723.84,1.0
pudédaient,N,10,"['pu', 'dé', 'daient']",2,0.7,979.42,1.0
mistilivere,N,11,"['mis', 'ti', 'live', 're']",3,0.64,976.33,0.9
dischoirer,N,10,"['dis', 'ch', 'oi', 'rer']",3,0.6,757.73,0.96
faisasonvers,N,12,"['fais', 'ason', 'vers']",2,0.75,828.6,0.91
oudin,N,5,"['ou', 'din']",1,0.6,772.86,1.0
forporsé,N,8,"['for', 'por', 'sé']",2,0.62,702.35,1.0
soural,N,6,"['sour', 'al']",1,0.67,760.25,0.96
écendis,N,7,"['éc', 'end', 'is']",2,0.57,865.68,1.0
cisissers,N,9,"['cis', 'is', 'ser', 's']",3,0.56,924.95,0.96
jeuvamiève,N,10,"['jeu', 'v', 'ami', 'ève']",3,0.6,709.57,0.95
trounsion,N,9,"['tr', 'oun', 'sion']",2,0.67,700.1,1.0
bres,N,4,['bres'],0,0.75,805.62,1.0
vasonges,N,8,"['vas', 'on', 'ges']",2,0.62,827.05,0.95
faitotes,N,8,"['fait', 'otes']",1,0.75,772.48,1.0
ciciéra,N,7,"['ci', 'cié', 'ra']",2,0.57,853.05,1.0
libriver,N,8,"['lib', 'river']",1,0.75,761.23,0.92
traplisi,N,8,"['tra', 'plis', 'i']",2,0.62,695.95,1.0
détemire,N,8,"['déte', 'mire']",1,0.75,925.6,0.91
lecterte,N,8,"['lec', 'ter', 'te']",2,0.62,759.83,1.0
hiperer,N,7,"['hi', 'pe', 'rer']",2,0.57,711.0,1.0
scrondre,N,8,"['s', 'cron', 'dre']",2,0.62,676.48,0.95
mourotte,N,8,"['mour', 'otte']",1,0.75,761.54,1.0
heuprivrit,N,10,"['h', 'eu', 'pri', 'v', 'rit']",4,0.5,809.1,1.0
forsire,N,7,"['for', 'si', 're']",2,0.57,650.52,1.0
timentalsait,N,12,"['ti', 'mental', 'sait']",2,0.75,873.9,0.95
laistroude,N,10,"['lais', 'trou', 'de']",2,0.7,762.78,0.96
courseaux,N,9,"['course', 'aux']",1,0.78,852.12,0.85
repéfois,N,8,"['repé', 'fois']",1,0.75,888.62,1.0
icires,N,6,"['ici', 'res']",1,0.67,723.68,0.96
laismique,N,9,"['lais', 'mique']",1,0.78,816.82,1.0
capiers,N,7,"['cap', 'iers']",1,0.71,890.45,0.83
dertoitivant,N,12,"['der', 'toi', 'tiv', 'ant']",3,0.67,849.1,1.0
blouer,N,6,"['b', 'louer']",1,0.67,894.48,0.88
miléle,N,6,"['mil', 'éle']",1,0.67,717.91,1.0
vicouvres,N,9,"['vic', 'ouv', 'res']",2,0.67,786.33,1.0
filmantion,N,10,"['fil', 'man', 'tion']",2,0.7,868.36,0.92
misparseil,N,10,"['mis', 'par', 'seil']",2,0.7,710.61,1.0
paltoilélée,N,11,"['pal', 'to', 'ilé', 'lée']",3,0.64,827.82,1.0
aimencatait,N,11,"['ai', 'men', 'cat', 'ait']",3,0.64,819.81,1.0
tersitit,N,8,"['ter', 'si', 'tit']",2,0.62,735.72,1.0
ausitemps,N,9,"['au', 'si', 'temps']",2,0.67,748.58,1.0
sesenrige,N,9,"['ses', 'enri', 'ge']",2,0.67,737.91,1.0
ofavec,N,6,"['of', 'avec']",1,0.67,698.67,0.95
froce,N,5,"['fro', 'ce']",1,0.6,743.18,0.77
sogatait,N,8,"['so', 'g', 'at', 'ait']",3,0.5,779.38,1.0
infences,N,8,"['inf', 'ences']",1,0.75,804.36,0.96
laneloment,N,10,"['lan', 'el', 'om', 'ent']",3,0.6,792.09,1.0
vilmiche,N,8,"['vil', 'mi', 'che']",2,0.62,722.91,1.0
peudait,N,7,"['peu', 'dait']",1,0.71,796.62,0.96
voconral,N,8,"['vo', 'con', 'ral']",2,0.62,675.39,1.0
autames,N,7,"['aut', 'ames']",1,0.71,703.52,1.0
garmation,N,9,"['gar', 'mation']",1,0.78,731.83,1.0
aupomet,N,7,"['au', 'pom', 'et']",2,0.57,720.13,0.96
pautigneux,N,10,"['pau', 'ti', 'gne', 'ux']",3,0.6,861.76,1.0
prelése,N,7,"['pre', 'lé', 'se']",2,0.57,762.89,1.0
enretiendis,N,11,"['en', 'reti', 'end', 'is']",3,0.64,963.25,1.0
inschebinion,N,12,"['ins', 'che', 'bin', 'ion']",3,0.67,765.13,1.0
vitin,N,5,"['vi', 'tin']",1,0.6,741.91,1.0
probarral,N,9,"['prob', 'ar', 'ral']",2,0.67,803.61,1.0
mamonre,N,7,"['mam', 'on', 're']",2,0.57,668.57,1.0
atessorson,N,10,"['ates', 'sor', 'son']",2,0.7,726.68,1.0
disforte,N,8,"['dis', 'forte']",1,0.75,843.59,0.96
brion,N,5,"['bri', 'on']",1,0.6,803.21,0.95
sariosent,N,9,"['s', 'arios', 'ent']",2,0.67,786.19,0.91
retatites,N,9,"['re', 'ta', 'ti', 'tes']",3,0.56,770.32,1.0
ferfime,N,7,"['fer', 'fi', 'me']",2,0.57,764.18,1.0
effil,N,5,"['eff', 'il']",1,0.6,737.0,1.0
schuille,N,8,"['s', 'chu', 'ille']",2,0.62,675.48,1.0
buniment,N,8,"['b', 'uni', 'ment']",2,0.62,783.67,0.96
frintrova,N,9,"['fr', 'in', 'tro', 'va']",3,0.56,753.32,1.0
vesciable,N,9,"['ves', 'ci', 'able']",2,0.67,774.95,0.88
gafice,N,6,"['ga', 'fice']",1,0.67,755.67,1.0
monconjuste,N,11,"['mon', 'con', 'juste']",2,0.73,869.64,1.0
têtisi,N,6,"['t', 'ê', 'ti', 'si']",3,0.33,736.29,0.96
obterle,N,7,"['ob', 'ter', 'le']",2,0.57,732.84,0.95
glac,N,4,"['g', 'lac']",1,0.5,665.88,0.84
racriprès,N,9,"['rac', 'ri', 'près']",2,0.67,801.1,0.91
rérassasmatrage,N,15,"['ré', 'r', 'ass', 'as', 'ma', 'tr', 'age']",6,0.53,1010.27,0.96
forailais,N,9,"['for', 'ail', 'ais']",2,0.67,814.52,1.0
fairitente,N,10,"['fai', 'rit', 'ente']",2,0.7,858.4,0.95
blestatontarment,N,16,"['bles', 'tat', 'ontar', 'ment']",3,0.75,911.9,0.95
acirais,N,7,"['a', 'cir', 'ais']",2,0.57,829.65,0.95
peudiment,N,9,"['peu', 'di', 'ment']",2,0.67,770.83,1.0
bapsait,N,7,"['bap', 'sait']",1,0.71,780.38,0.95
sénes,N,5,"['sé', 'nes']",1,0.6,785.8,0.83
détiner,N,7,"['dé', 'ti', 'ner']",2,0.57,835.15,0.91
pleutismes,N,10,"['pleu', 'tis', 'mes']",2,0.7,792.7,0.96
letrititains,N,12,"['le', 'tri', 'tit', 'ains']",3,0.67,738.3,1.0
chertrante,N,10,"['cher', 'tr', 'ante']",2,0.7,748.76,1.0
aptenvec,N,8,"['ap', 'ten', 'vec']",2,0.62,680.44,1.0
sacontintres,N,12,"['sa', 'contin', 'tres']",2,0.75,869.0,1.0
nonirs,N,6,"['non', 'irs']",1,0.67,737.19,1.0
fése,N,4,"['fé', 'se']",1,0.5,808.57,0.91
gordulme,N,8,"['gor', 'dul', 'me']",2,0.62,753.81,1.0
arsenses,N,8,"['arsen', 'ses']",1,0.75,739.15,0.95
parcite,N,7,"['par', 'cite']",1,0.71,803.32,0.96
alirait,N,7,"['al', 'irait']",1,0.71,901.0,0.95
discometemps,N,12,"['dis', 'com', 'et', 'emp', 's']",4,0.58,877.43,1.0
découterdir,N,11,"['décou', 'ter', 'dir']",2,0.73,920.32,0.95
préconvait,N,10,"['précon', 'vait']",1,0.8,1005.95,0.96
réhaimoigues,N,12,"['ré', 'hai', 'moi', 'gues']",3,0.67,823.38,1.0
enchique,N,8,"['ench', 'ique']",1,0.75,830.76,1.0
épornir,N,7,"['é', 'por', 'nir']",2,0.57,811.71,0.95
ensendies,N,9,"['ens', 'en', 'dies']",2,0.67,791.73,1.0
distilmionde,N,12,"['dis', 'til', 'mi', 'onde']",3,0.67,766.09,0.96
criscomarfaité,N,14,"['cris', 'com', 'ar', 'fai', 'té']",4,0.64,826.3,0.92
gorcouprit,N,10,"['gor', 'cou', 'prit']",2,0.7,809.82,1.0
gonels,N,6,"['gon', 'els']",1,0.67,715.05,1.0
fouveilser,N,10,"['f', 'ouve', 'il', 'ser']",3,0.6,774.43,0.96
heuver,N,6,"['h', 'eu', 'ver']",2,0.5,719.0,0.96
demantat,N,8,"['de', 'mant', 'at']",2,0.62,899.82,1.0
nomsa,N,5,"['nom', 'sa']",1,0.6,735.8,0.95
pasporsons,N,10,"['pas', 'por', 'sons']",2,0.7,828.87,1.0
achargéser,N,10,"['achar', 'gés', 'er']",2,0.7,874.43,1.0
serlait,N,7,"['ser', 'lait']",1,0.71,775.35,0.96
voumolent,N,9,"['vou', 'mol', 'ent']",2,0.67,772.11,1.0
pisèchais,N,9,"['pis', 'è', 'ch', 'ais']",3,0.56,755.27,0.96
procipreçon,N,11,"['pro', 'ci', 'pre', 'çon']",3,0.64,749.26,1.0
raster,N,6,"['ras', 'ter']",1,0.67,841.24,1.0
malére,N,6,"['mal', 'é', 're']",2,0.5,760.59,0.96
camilderait,N,11,"['cam', 'il', 'der', 'ait']",3,0.64,863.78,1.0
somoutit,N,8,"['som', 'outi', 't']",2,0.62,743.13,1.0
prenner,N,7,"['pren', 'ner']",1,0.71,916.44,0.43
sauploi,N,7,"['sau', 'pl', 'oi']",2,0.57,713.05,1.0
posparge,N,8,"['pos', 'par', 'ge']",2,0.62,814.33,1.0
violenvre,N,9,"['viol', 'en', 'vre']",2,0.67,886.13,0.96
forpé,N,5,"['for', 'pé']",1,0.6,718.96,1.0
duphamarre,N,10,"['du', 'ph', 'am', 'arre']",3,0.6,694.48,1.0
nible,N,5,"['ni', 'ble']",1,0.6,799.19,0.91
hômettes,N,8,"['hô', 'met', 'tes']",2,0.62,842.72,1.0
roudarlon,N,9,"['rou', 'dar', 'lon']",2,0.67,762.67,1.0
failoperté,N,10,"['fai', 'lo', 'per', 'té']",3,0.6,708.79,1.0
rouchants,N,9,"['rou', 'chants']",1,0.78,786.59,0.96
vertétion,N,9,"['ver', 'té', 'tion']",2,0.67,777.43,1.0
pludameuraispéte,N,16,"['plu', 'da', 'meur', 'ais', 'pé', 'te']",5,0.62,934.26,1.0
derisme,N,7,"['der', 'isme']",1,0.71,787.25,1.0
gausotion,N,9,"['gau', 'so', 'tion']",2,0.67,683.86,1.0
névale,N,6,"['né', 'vale']",1,0.67,768.43,0.88
consessayant,N,12,"['con', 'ses', 'sa', 'yant']",3,0.67,1032.5,0.96
cabode,N,6,"['cab', 'ode']",1,0.67,769.18,0.96
sonnousait,N,10,"['son', 'nous', 'ait']",2,0.7,792.83,1.0
commément,N,9,"['com', 'mément']",1,0.78,1005.88,0.79
malaud,N,6,"['mala', 'ud']",1,0.67,817.53,0.89
hisfatones,N,10,"['his', 'fat', 'ones']",2,0.7,731.86,1.0
renelse,N,7,"['ren', 'el', 'se']",2,0.57,700.38,1.0
hochannes,N,9,"['ho', 'ch', 'annes']",2,0.67,701.61,1.0
voulénaient,N,11,"['vou', 'lé', 'naient']",2,0.73,966.09,0.96
laisplobre,N,10,"['lais', 'pl', 'obre']",2,0.7,723.86,1.0
aufite,N,6,"['au', 'fi', 'te']",2,0.5,678.23,1.0
voutontriel,N,11,"['vou', 'ton', 'tri', 'el']",3,0.64,744.6,1.0
trounilors,N,10,"['tr', 'oun', 'il', 'ors']",3,0.6,712.9,0.96
prendestion,N,11,"['pren', 'des', 'tion']",2,0.73,956.24,1.0
lanteupier,N,10,"['lante', 'u', 'pier']",2,0.7,726.68,1.0
proser,N,6,"['pro', 'ser']",1,0.67,862.07,0.64
saitoudre,N,9,"['sait', 'ou', 'dre']",2,0.67,712.09,1.0
verect,N,6,"['ve', 'rect']",1,0.67,745.36,1.0
lanétion,N,8,"['lan', 'é', 'tion']",2,0.62,771.5,1.0
biencroule,N,10,"['bien', 'crou', 'le']",2,0.7,852.75,1.0
alterpirait,N,11,"['alter', 'pir', 'ait']",2,0.73,865.41,0.95
remoté,N,6,"['re', 'mo', 'té']",2,0.5,882.19,0.7
demade,N,6,"['de', 'made']",1,0.67,882.39,0.92
tenlait,N,7,"['ten', 'lait']",1,0.71,771.0,1.0
rusileron,N,9,"['ru', 'si', 'le', 'ron']",3,0.56,667.62,0.91
textane,N,7,"['tex', 't', 'ane']",2,0.57,896.64,0.64
apectemprend,N,12,"['ap', 'ec', 'tem', 'prend']",3,0.67,766.61,1.0
sièveux,N,7,"['siè', 'veux']",1,0.71,852.0,0.91
cennir,N,6,"['cen', 'nir']",1,0.67,702.39,0.96
contaire,N,8,"['cont', 'aire']",1,0.75,1034.91,0.58
struinte,N,8,"['stru', 'inte']",1,0.75,735.17,1.0
bousannis,N,9,"['bous', 'ann', 'is']",2,0.67,694.58,1.0
cuilinait,N,9,"['cu', 'ilin', 'ait']",2,0.67,932.4,0.82
atertre,N,7,"['ater', 'tre']",1,0.71,783.62,0.91
relévesaient,N,12,"['relé', 'ves', 'aient']",2,0.75,1005.42,0.91
atanait,N,7,"['at', 'an', 'ait']",2,0.57,804.81,0.91
pacounait,N,9,"['pac', 'oun', 'ait']",2,0.67,883.9,1.0
séromigue,N,9,"['sé', 'rom', 'ig', 'ue']",3,0.56,804.05,0.96
choloir,N,7,"['ch', 'ol', 'oir']",2,0.57,797.0,0.95
sadaient,N,8,"['sa', 'daient']",1,0.75,796.58,0.9
malivions,N,9,"['m', 'ali', 'vions']",2,0.67,754.55,1.0
paroulétrête,N,12,"['par', 'ou', 'lé', 'tr', 'ête']",4,0.58,797.3,1.0
raptoures,N,9,"['rap', 'tour', 'es']",2,0.67,899.09,1.0
exalmières,N,10,"['ex', 'al', 'mières']",2,0.7,876.82,1.0
acconser,N,8,"['ac', 'conser']",1,0.75,847.09,1.0
fairotion,N,9,"['fai', 'ro', 'tion']",2,0.67,764.14,1.0
austaprece,N,10,"['au', 'st', 'ap', 'rece']",3,0.6,828.0,1.0
faimain,N,7,"['fai', 'main']",1,0.71,796.74,0.95
atisant,N,7,"['atis', 'ant']",1,0.71,883.4,0.65
mococesse,N,9,"['mo', 'co', 'cesse']",2,0.67,836.71,1.0
douna,N,5,"['dou', 'na']",1,0.6,773.35,0.96
lamairaient,N,11,"['lam', 'air', 'aient']",2,0.73,958.13,0.96
enninume,N,8,"['en', 'nin', 'u', 'me']",3,0.5,829.39,0.96
aptrounouit,N,11,"['ap', 'tr', 'oun', 'ou', 'it']",4,0.55,787.81,1.0
bontu,N,5,"['b', 'ont', 'u']",2,0.4,761.91,0.96
semplexe,N,8,"['se', 'mp', 'lex', 'e']",3,0.5,775.91,1.0
macheux,N,7,"['mach', 'eux']",1,0.71,974.07,0.62
sproinfre,N,9,"['s', 'pro', 'inf', 're']",3,0.56,670.45,1.0
plarimansatrie,N,14,"['pla', 'ri', 'mans', 'atrie']",3,0.71,817.35,0.9
nourtiser,N,9,"['nour', 'tiser']",1,0.78,836.22,1.0
survant,N,7,"['sur', 'vant']",1,0.71,938.39,0.75
poulmant,N,8,"['poul', 'mant']",1,0.75,802.95,0.95
latace,N,6,"['la', 'ta', 'ce']",2,0.5,729.61,0.96
fortreva,N,8,"['for', 'tre', 'va']",2,0.62,885.71,1.0
pourbres,N,8,"['pour', 'bres']",1,0.75,880.0,0.92
tensagate,N,9,"['tens', 'ag', 'ate']",2,0.67,803.71,1.0
tourtelègne,N,11,"['tour', 'te', 'lè', 'gne']",3,0.64,711.64,0.96
cait,N,4,"['c', 'ait']",1,0.5,724.57,0.95
prien,N,5,"['pr', 'ien']",1,0.6,771.87,0.96
lucoufanéses,N,12,"['lu', 'cou', 'fan', 'és', 'es']",4,0.58,905.86,1.0
contonses,N,9,"['cont', 'ons', 'es']",2,0.67,865.71,1.0
éclatre,N,7,"['écla', 'tre']",1,0.71,1004.26,0.79
porser,N,6,"['por', 'ser']",1,0.67,762.0,0.95
ponondin,N,8,"['pon', 'ond', 'in']",2,0.62,695.64,1.0
nouquilmeutrés,N,14,"['nou', 'qu', 'il', 'meu', 'trés']",4,0.64,778.09,1.0
juvere,N,6,"['ju', 've', 're']",2,0.5,686.6,0.91
conchici,N,8,"['con', 'ch', 'ici']",2,0.62,819.68,1.0
ormet,N,5,"['or', 'met']",1,0.6,794.67,0.88
loirasé,N,7,"['l', 'oir', 'as', 'é']",3,0.43,750.65,1.0
perfordetivaient,N,16,"['perfor', 'de', 'tiv', 'aient']",3,0.75,874.27,1.0
malannait,N,9,"['mal', 'ann', 'ait']",2,0.67,849.18,0.96
genduits,N,8,"['gen', 'du', 'its']",2,0.62,813.09,0.96
baloncamais,N,11,"['bal', 'on', 'cam', 'ais']",3,0.64,911.68,0.95
coupormisait,N,12,"['cou', 'por', 'mis', 'ait']",3,0.67,1015.91,1.0
porfilile,N,9,"['por', 'fil', 'ile']",2,0.67,828.65,0.96
voivre,N,6,"['voi', 'vre']",1,0.67,776.09,0.96
dorgue,N,6,"['d', 'orgue']",1,0.67,854.13,0.92
indouber,N,8,"['in', 'dou', 'ber']",2,0.62,705.6,0.91
déraver,N,7,"['dé', 'r', 'aver']",2,0.57,883.73,0.76
pagritant,N,9,"['pag', 'rit', 'ant']",2,0.67,778.14,0.95
maments,N,7,"['ma', 'ments']",1,0.71,838.26,0.96
prérel,N,6,"['pré', 'rel']",1,0.67,723.7,0.95
sulanté,N,7,"['su', 'lant', 'é']",2,0.57,783.9,0.95
sisiss,N,6,"['sis', 'iss']",1,0.67,802.05,0.96
déri,N,4,['déri'],0,0.75,793.29,0.91
orve,N,4,"['or', 've']",1,0.5,738.1,0.91
diguerinie,N,10,"['di', 'guer', 'in', 'ie']",3,0.6,902.61,0.9
avas,N,4,"['av', 'as']",1,0.5,810.38,0.91
regaser,N,7,"['reg', 'aser']",1,0.71,830.95,0.95
asura,N,5,"['as', 'ura']",1,0.6,795.87,0.65
hidées,N,6,"['hi', 'dées']",1,0.67,977.6,0.65
tousue,N,6,"['tous', 'ue']",1,0.67,790.48,1.0
tylinu,N,6,"['ty', 'lin', 'u']",2,0.5,673.22,1.0
momant,N,6,"['mom', 'ant']",1,0.67,906.47,0.85
rine,N,4,['rine'],0,0.75,755.2,0.91
côtruité,N,8,"['cô', 'tru', 'ité']",2,0.62,849.77,1.0
chogire,N,7,"['cho', 'gi', 're']",2,0.57,736.0,1.0
lapongite,N,9,"['la', 'pon', 'gi', 'te']",3,0.56,764.42,1.0
armiltes,N,8,"['ar', 'mil', 'tes']",2,0.62,778.25,0.95
depléve,N,7,"['de', 'plé', 've']",2,0.57,724.46,1.0
adrestion,N,9,"['adres', 'tion']",1,0.78,758.39,1.0
aspotalcouse,N,12,"['as', 'po', 'tal', 'cou', 'se']",4,0.58,810.9,1.0
senlenres,N,9,"['sen', 'len', 'res']",2,0.67,681.29,0.95
fricririnait,N,12,"['f', 'ric', 'rir', 'in', 'ait']",4,0.58,823.65,1.0
caie,N,4,"['c', 'aie']",1,0.5,803.45,0.88
voulé,N,5,"['vou', 'lé']",1,0.6,825.19,0.84
coupaistait,N,11,"['coup', 'ais', 'tait']",2,0.73,965.35,0.88
saucerde,N,8,"['sau', 'cer', 'de']",2,0.62,798.68,1.0
saulenconve,N,11,"['sau', 'len', 'con', 've']",3,0.64,800.73,1.0
toumileurs,N,10,"['tou', 'mi', 'leurs']",2,0.7,772.9,1.0
cidépontre,N,10,"['ci', 'dép', 'ont', 're']",3,0.6,918.19,1.0
buleteuil,N,9,"['bu', 'le', 'te', 'uil']",3,0.56,795.08,1.0
apourivrit,N,10,"['a', 'pour', 'iv', 'rit']",3,0.6,887.11,0.9
têlà,N,4,"['t', 'ê', 'là']",2,0.25,855.45,1.0
valtrégitrote,N,13,"['val', 'tr', 'ég', 'it', 'ro', 'te']",5,0.54,896.91,1.0
garades,N,7,"['gar', 'ades']",1,0.71,951.81,0.88
faimué,N,6,"['fai', 'mu', 'é']",2,0.5,747.53,1.0
comnaux,N,7,"['com', 'n', 'aux']",2,0.57,830.48,1.0
convermanfrayé,N,14,"['conver', 'man', 'f', 'rayé']",3,0.71,987.68,0.96
queltela,N,8,"['quel', 'te', 'la']",2,0.62,657.27,1.0
aporniers,N,9,"['apor', 'niers']",1,0.78,750.0,1.0
sataitait,N,9,"['sat', 'ait', 'ait']",2,0.67,1048.1,0.96
togue,N,5,"['t', 'ogue']",1,0.6,787.61,0.82
porlément,N,9,"['por', 'lé', 'ment']",2,0.67,807.65,1.0
austiongir,N,10,"['aus', 'tion', 'gir']",2,0.7,728.77,1.0
fillivec,N,8,"['fil', 'liv', 'ec']",2,0.62,653.4,1.0
lémangarrie,N,11,"['lé', 'man', 'gar', 'rie']",3,0.64,811.86,1.0
lirévier,N,8,"['li', 'ré', 'vier']",2,0.62,854.89,0.95
franti,N,6,"['fran', 'ti']",1,0.67,789.79,1.0
reléprès,N,8,"['relé', 'près']",1,0.75,798.91,0.96
orplitres,N,9,"['or', 'pl', 'it', 'res']",3,0.56,765.43,1.0
gine,N,4,['gine'],0,0.75,750.68,1.0
lonze,N,5,"['lon', 'ze']",1,0.6,644.05,1.0
jeurées,N,7,"['j', 'eur', 'ées']",2,0.57,841.83,1.0
horloines,N,9,"['hor', 'lo', 'ines']",2,0.67,837.13,0.92
démarisfois,N,11,"['démar', 'is', 'fois']",2,0.73,899.91,0.92
séluble,N,7,"['sé', 'lu', 'ble']",2,0.57,711.0,1.0
trammaprouvis,N,13,"['tram', 'ma', 'prouv', 'is']",3,0.69,789.77,1.0
saucare,N,7,"['sau', 'ca', 're']",2,0.57,754.64,1.0
